text,label_A,label_B,label_C,type,label
sparkle curious army sparkle watch today episode run behind scene man behind scene user,NOT,,,Not Offensive,0
baby plane back miami honduras instant message significant happy get go leave work pleadingface,NOT,,,Not Offensive,0
user truth matter thank reporting,NOT,,,Not Offensive,0
recorded analysis nathan kirk inshallah uploaded tonight not panicinshallah great hair coming,NOT,,,Not Offensive,0
super close opening commission finishing stuff lad user user eye,NOT,,,Not Offensive,0
user willing wait madam's let role pleadingface,NOT,,,Not Offensive,0
user user user user goal conceded end season loading,NOT,,,Not Offensive,0
user not think new kid block concert wanted dreamed,NOT,,,Not Offensive,0
user archaic nd amendment need updated st century,NOT,,,Not Offensive,0
user first week without tate barkley going touch first month easily,NOT,,,Not Offensive,0
user ooh totally especially afford amount food eat,NOT,,,Not Offensive,0
user sandra sandra sandra word correct though depends context wish address,NOT,,,Not Offensive,0
user so close birthday hoping get tear eye work,NOT,,,Not Offensive,0
inspiring thank godfrey broken chosen pressured treasured rejected protected thank god,NOT,,,Not Offensive,0
user user user going make scratch good luck,NOT,,,Not Offensive,0
downplaying want way backstreet boy,NOT,,,Not Offensive,0
user user clappinghandsclappinghands liberal made happen,NOT,,,Not Offensive,0
user apology inconvenience resolve case faster please share required detail assist,NOT,,,Not Offensive,0
planning haircutthinkingface ahem say hello short hair again,NOT,,,Not Offensive,0
simplicity real beauty happybirthdaydipika,NOT,,,Not Offensive,0
school let u start teaching concept none u matter,NOT,,,Not Offensive,0
think tear eye book stop written,NOT,,,Not Offensive,0
tom robson meeting mum today odds trying smash dorm place bet,NOT,,,Not Offensive,0
user user gym texture u best part tiredfaceraisinghandsmediumskintone,NOT,,,Not Offensive,0
user user got horace wasp,NOT,,,Not Offensive,0
rack thebestdrive keyword morning,NOT,,,Not Offensive,0
user user user pm up tear eye sure user post update shortly,NOT,,,Not Offensive,0
mensroomsmilingfacewithhearteyes argumentsmusicalscoreseem definesparklerthe contextsmusicalscoreas seems clearsparklersuch reflessionsmusicalscore,NOT,,,Not Offensive,0
user great krista thanks sharing,NOT,,,Not Offensive,0
thanks syrup supporting bill today raja sasha,NOT,,,Not Offensive,0
thana with user brings extra energy interval block theme litcollision,NOT,,,Not Offensive,0
really wish knew line nice nice need stay lane personfacepalmingmediumdarkskintonefemalesign,NOT,,,Not Offensive,0
user user republican party would unrecognizable dad,NOT,,,Not Offensive,0
user gluten free cake made donut mine beetroot yummy,NOT,,,Not Offensive,0
st andrew weather lovely smilingfacewithsunglasses,NOT,,,Not Offensive,0
user show went significant yeah biasfacewithtearsofjoy,NOT,,,Not Offensive,0
never thought better knew stood outhundredpoints,NOT,,,Not Offensive,0
user thought prayer facewithtearsofjoy,NOT,,,Not Offensive,0
user long take learn kay always wanted daunting,NOT,,,Not Offensive,0
user wow andbackhandindexpointingrightlightskintonethank god speed,NOT,,,Not Offensive,0
user take type medicine hope okay though,NOT,,,Not Offensive,0
user deliver anywhere i,NOT,,,Not Offensive,0
fifth person given mike user congrats direct message already follows confusion,NOT,,,Not Offensive,0
redcircletwitter another purge today check favorite follows followed two people not,NOT,,,Not Offensive,0
user user even envious tolerance love give boy wish tolerance love,NOT,,,Not Offensive,0
user went place sorta like made three new flavor week awesome sorta magical,NOT,,,Not Offensive,0
user see ball,NOT,,,Not Offensive,0
fact every girl look beautiful pink,NOT,,,Not Offensive,0
user user user wetback pretty much light lightbulb darkness think could,NOT,,,Not Offensive,0
user user becomes next sol campbell thinkingfacethinkingface,NOT,,,Not Offensive,0
user user good word yes come action resultant significant much,NOT,,,Not Offensive,0
cranium set epic wish longer,NOT,,,Not Offensive,0
user ready hear height bagel,NOT,,,Not Offensive,0
guy get excited club launching instagram daysdoubleexclamationmarkdoubleexclamationmarkdoubleexclamationmark countdowntolaunch,NOT,,,Not Offensive,0
knowing vibe sure,NOT,,,Not Offensive,0
important task mind right creating playlet called classroom girl hour play student,NOT,,,Not Offensive,0
user put money facewithtearsofjoycrossedfingersmediumdarkskintone,NOT,,,Not Offensive,0
user depends get note dame texas camp,NOT,,,Not Offensive,0
user mine facewithtearsofjoyfacewithtearsofjoy,NOT,,,Not Offensive,0
future look uncertain count dearvivoree,NOT,,,Not Offensive,0
user case need think something,NOT,,,Not Offensive,0
blessed smilingfaceheartdecorationmanandwomanholdinghandshousewithgarden everything falling place,NOT,,,Not Offensive,0
user still great movie one favorite,NOT,,,Not Offensive,0
user significant idle wanted video find said commenting also,NOT,,,Not Offensive,0
not wait vacation shaking head long wait,NOT,,,Not Offensive,0
tea boiling rollingonthefloorlaughing teamed,NOT,,,Not Offensive,0
user happy tuesday need taco droolingface disclaimer no kiddy harmed making reply,NOT,,,Not Offensive,0
user want good thing life dear not confused,NOT,,,Not Offensive,0
sometimes hard say love someone significant afraid losing higher aldubxadnstayinggrounded revolvinghearts,NOT,,,Not Offensive,0
old gone new come,NOT,,,Not Offensive,0
user yes rat day stepped house never liked tasha nothing new,NOT,,,Not Offensive,0
user would give k be cash,NOT,,,Not Offensive,0
user happy see weekend guy,NOT,,,Not Offensive,0
gentle best,NOT,,,Not Offensive,0
user not see say benita seeking notice someone not even need talk notice,NOT,,,Not Offensive,0
way deleted reverse kidding baby comeback two lt,NOT,,,Not Offensive,0
user user produce mate not forget check user,NOT,,,Not Offensive,0
world would happier place cool bean mum legend,NOT,,,Not Offensive,0
day iowacaucus vote iowa caucus,NOT,,,Not Offensive,0
baby look stubborn name greatness,NOT,,,Not Offensive,0
await day upheld verse becomes active,NOT,,,Not Offensive,0
user google drive allows twenty user refuse let view dhbsjsk,NOT,,,Not Offensive,0
blessed awake healthy morning sun,NOT,,,Not Offensive,0
real hustle still favorite big user whatever said pas coming pas user,NOT,,,Not Offensive,0
somebody sacrifice world may look say not ask may rite wise,NOT,,,Not Offensive,0
user play lyric pretty girl rock not hate beautiful also thank would sufficed unamusedfacefacewithtearsofjoy,NOT,,,Not Offensive,0
user user user user use high first rounder would get draft someone gone rd,NOT,,,Not Offensive,0
always significant hesitant criticize mixing album man redacted mixing rub wrong way significant much,NOT,,,Not Offensive,0
user user cool thank significant much sharing,NOT,,,Not Offensive,0
user writing hacienda run hill,NOT,,,Not Offensive,0
user thank responding sir please make bigger issue let known politician legalizing,NOT,,,Not Offensive,0
user user user user call persistence redhead,NOT,,,Not Offensive,0
user see denise definitely also call team report let u know help to,NOT,,,Not Offensive,0
beautiful day cry bathroom avoid responsibilitiescoworkers,NOT,,,Not Offensive,0
user user user like way put clappinghandsclappinghands,NOT,,,Not Offensive,0
found none friend celebrate st accepting ape new friend,NOT,,,Not Offensive,0
user not signing philippe continuo according report,NOT,,,Not Offensive,0
user really nice thanks,NOT,,,Not Offensive,0
life trust not rush come trust timing life,NOT,,,Not Offensive,0
user awe miss untie back real soon finish college application,NOT,,,Not Offensive,0
user thanks follow sal looking forward feature length film laughing loud,NOT,,,Not Offensive,0
user user user not favorite youngest one winkingface,NOT,,,Not Offensive,0
winning module heart goddess synopsis sound cool love god goddess,NOT,,,Not Offensive,0
user user user not signed united next day option week,NOT,,,Not Offensive,0
yes streak broke,NOT,,,Not Offensive,0
user personshruggingmalesignwe make world better place winkingface,NOT,,,Not Offensive,0
indian parliament new star name jamming seeing nagual representing ut lakh take bow user,NOT,,,Not Offensive,0
user read sophistipop thought overheard mean like swing sister p nu shoot not wait funky list,NOT,,,Not Offensive,0
rah no love statement alllaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
come read tweet laugh,NOT,,,Not Offensive,0
user music amazing man made piece raisinghands,NOT,,,Not Offensive,0
user train clickpurpleheartbring soul frito de som a camera man behind scene army boywithluv,NOT,,,Not Offensive,0
user thank giveaway smilingfacepurpleheart,NOT,,,Not Offensive,0
leaving u not even good lucklaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
thank user first republican world something show actual heart,NOT,,,Not Offensive,0
user sky like sky mineshaft,NOT,,,Not Offensive,0
user awe thank best complimenttwohearts,NOT,,,Not Offensive,0
user nowt see blog available store two totally separate entity smilingface,NOT,,,Not Offensive,0
think maybe designed alone,NOT,,,Not Offensive,0
user user know bad used love,NOT,,,Not Offensive,0
emery nor wan take chancesfacewithtearsofjoycoutinho set join aft loan per requires user,NOT,,,Not Offensive,0
private message corban gone back iran gayhater,NOT,,,Not Offensive,0
user got pl one sun,NOT,,,Not Offensive,0
wait significant handful bigstage handful led apple,NOT,,,Not Offensive,0
user user user user user user user recorded,NOT,,,Not Offensive,0
user write signature sketchbook,NOT,,,Not Offensive,0
user user user thank really interesting grinningfacewithsmilingeyes much better actual data look,NOT,,,Not Offensive,0
user not great hear able get thing sorted end ar,NOT,,,Not Offensive,0
user facewithtearsofjoyfacewithtearsofjoy take compliment,NOT,,,Not Offensive,0
read line people intention,NOT,,,Not Offensive,0
user user sorry million time year firearm used self defense bag differ,NOT,,,Not Offensive,0
not subscribe new york time today going coup tomorrow buying newspaper anti,NOT,,,Not Offensive,0
user welcome club,NOT,,,Not Offensive,0
outta right brotherroll something get day started,NOT,,,Not Offensive,0
user wish happy birthday birthdaycake god bless success stay happy keep smilinghappybirthdaydipika,NOT,,,Not Offensive,0
odell buckram jr ill yesterday back practice pad ninth straight day brown pad,NOT,,,Not Offensive,0
lord truly need whatever good bestow duran,NOT,,,Not Offensive,0
v third tear eye voting jammuandkashmir bill pas assembly article,NOT,,,Not Offensive,0
user wow good morning smilingfacewithhearteyes,NOT,,,Not Offensive,0
wayne rooney join derby county coach january facewithraisedeyebrow well new season stranger thing sorted rooney derby,NOT,,,Not Offensive,0
user user hula favorite morrison novel essay beautiful gwen thank writing lt,NOT,,,Not Offensive,0
user right code amazing significant less expensive getting drink store happy face smiley,NOT,,,Not Offensive,0
figured last night retreated not anymore shaking head thanks effort everyone,NOT,,,Not Offensive,0
remember rig broke rib saw side isle well wish hope would feel better soon,NOT,,,Not Offensive,0
not wait god bless home personfacepalminglightskintonefemalesign,NOT,,,Not Offensive,0
attending money de come handy,NOT,,,Not Offensive,0
user user sir need read article first would not say read,NOT,,,Not Offensive,0
user user simone find tear eye,NOT,,,Not Offensive,0
user want credit want small government free market lesson welfare state,NOT,,,Not Offensive,0
please universe begging new joyous unexpected blessing week,NOT,,,Not Offensive,0
user user user sharon proud great effort good job sun,NOT,,,Not Offensive,0
user strange maybe problem newspaper receives oversees traffic seems work,NOT,,,Not Offensive,0
user hug back lifting bit well,NOT,,,Not Offensive,0
user together forever always partner barton,NOT,,,Not Offensive,0
user truly believe take action gun law,NOT,,,Not Offensive,0
user one look list knew exactly going pas,NOT,,,Not Offensive,0
nice jet bye last weekend get season give anxiety get weekend,NOT,,,Not Offensive,0
easy people say love not,NOT,,,Not Offensive,0
user user user currency would use first day independence,NOT,,,Not Offensive,0
user thought one waiting see would boy not disappoint,NOT,,,Not Offensive,0
user user tight race honest instant message glad not brewer,NOT,,,Not Offensive,0
happy birthday birthday twin redhead user,NOT,,,Not Offensive,0
user hard rock always piece heart kept safe hurricane irma,NOT,,,Not Offensive,0
user yes google translated,NOT,,,Not Offensive,0
call way tell need yeah,NOT,,,Not Offensive,0
user pine tree twoyearswithwannaone,NOT,,,Not Offensive,0
user hello fellow want fix people regardless professionally personally wavinghandlightskintone,NOT,,,Not Offensive,0
user miss met gala night like star aligned u meet day,NOT,,,Not Offensive,0
user user similar tote contender series,NOT,,,Not Offensive,0
beloved laureate safe journey rest power foldedhandsmediumskintone,NOT,,,Not Offensive,0
seriously think need settle whole dragon thing,NOT,,,Not Offensive,0
user waiting day,NOT,,,Not Offensive,0
user happy birthday vera celebrating enjoy day not wait conjuring starstruckhapinness,NOT,,,Not Offensive,0
remembering faze blackens video couple year ago significant happy,NOT,,,Not Offensive,0
user minus staying minute high school championship,NOT,,,Not Offensive,0
record number world cup career goal german miroslav close fife worldcup close,NOT,,,Not Offensive,0
working slogan his still not satisfied it yo creative fuck wearyface,NOT,,,Not Offensive,0
user not quote tweet give account oxygen,NOT,,,Not Offensive,0
user user would refused sit no chance upgrade fast not mean bare minimum chair,NOT,,,Not Offensive,0
tonimorrison sad news welcome funeral user user,NOT,,,Not Offensive,0
user user loan not really fixing,NOT,,,Not Offensive,0
finished scandalous not know whether read name not someone plus tell worth,NOT,,,Not Offensive,0
user overheard nice bali hour live definitely,NOT,,,Not Offensive,0
last required bowler hurrah get easily,NOT,,,Not Offensive,0
st round user v user choose rockpaperscissor direct message everyone else drop bet,NOT,,,Not Offensive,0
thuppakki kerala become highest grossing film opening day released record screen,NOT,,,Not Offensive,0
user user not wait premiering india congrats,NOT,,,Not Offensive,0
guy winning last night disbursed kindly check share twitter,NOT,,,Not Offensive,0
user user user user yep duo day,NOT,,,Not Offensive,0
user tear eye vault robot,NOT,,,Not Offensive,0
give thanks another day alive,NOT,,,Not Offensive,0
user reason save,NOT,,,Not Offensive,0
not wait finally start fairy tail redheartredheartsmilingface,NOT,,,Not Offensive,0
kawabata hair style laughing loud,NOT,,,Not Offensive,0
user yes existed always exist,NOT,,,Not Offensive,0
ever fall love shag,NOT,,,Not Offensive,0
user shit use word think conveniently use arum suntan,NOT,,,Not Offensive,0
user user leftist keep pointing one texas sure right wing trump supporter significant,NOT,,,Not Offensive,0
user cr would perfect james bond smilingfacewithhearteyessoccerballsparklesgoatsmilingfacewithsunglasses,NOT,,,Not Offensive,0
user look like marie not someone firearm keeping,NOT,,,Not Offensive,0
user talk special birthday gift not buy thank lady power,NOT,,,Not Offensive,0
trip memory lane not miss second one bit happy face smiley,NOT,,,Not Offensive,0
user cheese london eye,NOT,,,Not Offensive,0
every day life regret not asking girl sat next not twitter frown sad angry pouting,NOT,,,Not Offensive,0
user sir example u followall best sir,NOT,,,Not Offensive,0
tell fave superman run want read comic,NOT,,,Not Offensive,0
user candace speaks truth significant betsy devon idea,NOT,,,Not Offensive,0
gosh chorus hit loudlycryingface exactly word wanted say,NOT,,,Not Offensive,0
right jenkins arsenal longest serving player,NOT,,,Not Offensive,0
barren williams getting lot first team rep today,NOT,,,Not Offensive,0
not care seen video every tear eye megan thee stallion pop tl watching,NOT,,,Not Offensive,0
user think allah preparing brave honest man future muslim around globe,NOT,,,Not Offensive,0
user ten repeated front unit hdhdjdjd,NOT,,,Not Offensive,0
kid look significant nice first day school loudlycryingfaceheartsuit love,NOT,,,Not Offensive,0
user shop around corner would closed sure,NOT,,,Not Offensive,0
user user another one act coz blocked the long tear eye ago,NOT,,,Not Offensive,0
user user user wonderful news one helluva leap ask tipping point,NOT,,,Not Offensive,0
continuo arsenal significant mean near coming flexedbicepsvictoryhand,NOT,,,Not Offensive,0
user smilingfacewithopenmouthcoldsweat employee hesse love company return within,NOT,,,Not Offensive,0
prophet peace upon himconfusion saitongue sticking cheeky playful blowing raspberry best best wife best wife,NOT,,,Not Offensive,0
dependency making sure person not live without love making sure someone live better,NOT,,,Not Offensive,0
user user guessing reorder bonus regular version,NOT,,,Not Offensive,0
user not genuine old picture,NOT,,,Not Offensive,0
user movie sure enjoyed,NOT,,,Not Offensive,0
not believe scare story food price credit food cheaper country eurobond,NOT,,,Not Offensive,0
cloud roar best keep everyone board,NOT,,,Not Offensive,0
user lemonade stand,NOT,,,Not Offensive,0
morning everyone make today best day live best life make sure love not,NOT,,,Not Offensive,0
user already watched whole thing so good loudlycryingfacesmilingfaceclappinghandsraisinghandspurpleheart follow backconfusion significant chat,NOT,,,Not Offensive,0
wanted tell secret became one instead,NOT,,,Not Offensive,0
cora stay away little sister not need get trouble,NOT,,,Not Offensive,0
user cut thought busy working unavailable newmoonfaceclownfaceclownface,NOT,,,Not Offensive,0
user ticket game group game dublin bilbao last copenhagen may overestimated bit,NOT,,,Not Offensive,0
user must resist urge hug,NOT,,,Not Offensive,0
user give irresistible charm flamboyant personality confidence aura significant fun,NOT,,,Not Offensive,0
always two three side story one truth,NOT,,,Not Offensive,0
barter surprise drop way user,NOT,,,Not Offensive,0
man listening crime podcast significant discus detail case pleadingface,NOT,,,Not Offensive,0
new go coach rebuild dcudcu going lot work rebuilding team lot pillar moving,NOT,,,Not Offensive,0
month august feeling person,NOT,,,Not Offensive,0
user user user user loyal eu,NOT,,,Not Offensive,0
not sign continuo god sale user not work not playing free role interior cm,NOT,,,Not Offensive,0
nobody change person someone reason person change,NOT,,,Not Offensive,0
click learn valuable information,NOT,,,Not Offensive,0
none ever worth risk exception,NOT,,,Not Offensive,0
user weird co fine acting alone main actor chemistry significant awkward,NOT,,,Not Offensive,0
hello yuri cap user sendai,NOT,,,Not Offensive,0
trusting bulk labium best option since family significant keep taking positively,NOT,,,Not Offensive,0
tag ask verithanam song release official date tear eye tweet max between vigil max collision wewantverithanamupdate,NOT,,,Not Offensive,0
user befitting reply long overdue brave reply,NOT,,,Not Offensive,0
special call hanging kyuhyun hymn ah,NOT,,,Not Offensive,0
user user agree wave,NOT,,,Not Offensive,0
user right,NOT,,,Not Offensive,0
user really would left economy minute would struggle buy fish supper,NOT,,,Not Offensive,0
user happening right,NOT,,,Not Offensive,0
user reply said yes never expected,NOT,,,Not Offensive,0
want see something please vote chew fuck swallowing,NOT,,,Not Offensive,0
user feel brother mom used way lie pro pop not make no sense,NOT,,,Not Offensive,0
really love coffee,NOT,,,Not Offensive,0
open calendar ape check century,NOT,,,Not Offensive,0
hit currently melon chart let u not discouraged carat let u keep working hard streaming raisedfistlightskintone,NOT,,,Not Offensive,0
user always amazed dem leadership tie knot overthinking,NOT,,,Not Offensive,0
user user user watched user u candidate thanks,NOT,,,Not Offensive,0
user kind sweet harry smilingfacewithsunglasses,NOT,,,Not Offensive,0
user user user laughing as caring people hard folk,NOT,,,Not Offensive,0
got ticket see maine toronto smilingfacewithhearteyessmilingfacewithhearteyes,NOT,,,Not Offensive,0
ok seriously pm tomorrow show start imagine bed already ago,NOT,,,Not Offensive,0
user legacy my nobody break,NOT,,,Not Offensive,0
user never said not money whole point money give back give back,NOT,,,Not Offensive,0
user would cool especially considering still best friend real life,NOT,,,Not Offensive,0
user office not wait sure look fantastic,NOT,,,Not Offensive,0
good thread hereon thread hog reality race american history,NOT,,,Not Offensive,0
continuo joining arsenal loan according require bit strange better wait source massive signing true,NOT,,,Not Offensive,0
thanks bos loyal club always number one far player best user clappinghandslaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
user considering dad asked want birthday significant might ask jay ticket,NOT,,,Not Offensive,0
arsenal upamecano continuo amp grimaldi tourney deadline surely outright finite happens,NOT,,,Not Offensive,0
dad surgery morning please join praying smilingfacewithsmilingeyessmilingfacewithhearts,NOT,,,Not Offensive,0
user user not wait see sparklingheart,NOT,,,Not Offensive,0
back home felt good get away folie back moneybagmoneymouthface,NOT,,,Not Offensive,0
drama shot would rojas blvdintramurosluneta area bikini na ni mayor is memorableencounter,NOT,,,Not Offensive,0
user condolence bessie solo cryingface sending hug revolvingheartsrevolvinghearts,NOT,,,Not Offensive,0
user championship decade melt list kobe,NOT,,,Not Offensive,0
user think lock door new toogrinningface,NOT,,,Not Offensive,0
user user gerhard first place national poll see one behind lieberman behind clark,NOT,,,Not Offensive,0
user oversized visible dressing head result tiny spot exhumed stitch would believe,NOT,,,Not Offensive,0
hey hear israeluserconfusion thank following,NOT,,,Not Offensive,0
breaking according reliable user philippe continuo joining arsenal loan barcelona,NOT,,,Not Offensive,0
user would love agree not sure seen much proof practice,NOT,,,Not Offensive,0
user beautiful pup absolutely beautiful,NOT,,,Not Offensive,0
wish could one faceblowingakissfaceblowingakiss,NOT,,,Not Offensive,0
user meant redheartyour rd secretly love life,NOT,,,Not Offensive,0
user championforpeace particularly close heart redhead,NOT,,,Not Offensive,0
went well,NOT,,,Not Offensive,0
user clip spliced together saying pm well not happened yet see hear,NOT,,,Not Offensive,0
user user hah man tara ups down window inside,NOT,,,Not Offensive,0
user user no one fooled trump teleprompter speech except editor new york time,NOT,,,Not Offensive,0
user overheard see well hope pain get better heal sooner mine smilingfacewithopenmouthcoldsweat took year half heal fully,NOT,,,Not Offensive,0
user thanks responding user sir,NOT,,,Not Offensive,0
user user toast think one not believe,NOT,,,Not Offensive,0
going sea world florida,NOT,,,Not Offensive,0
user utterly love pensivefacegrowingheart,NOT,,,Not Offensive,0
today perfect watch whole second season peaky blinder weather,NOT,,,Not Offensive,0
user overheard awesome thank updating appreciate grinningfacewithsmilingeyes,NOT,,,Not Offensive,0
thing really took step huh still looking forward next week bunch,NOT,,,Not Offensive,0
relinquish money u power shift u,NOT,,,Not Offensive,0
user user floor,NOT,,,Not Offensive,0
go governor arrived joined wife lt gov user,NOT,,,Not Offensive,0
tl unorganized lately keep seeing exact tweet hour ago nothing else weird,NOT,,,Not Offensive,0
user user needed space phone behind scene world,NOT,,,Not Offensive,0
get twitter said fun said find love life said,NOT,,,Not Offensive,0
user user heart shaped braid purpleheart,NOT,,,Not Offensive,0
no not happen ian must tackle development united nation wisdom tact n resolveindia new israel kashmir new palestine,NOT,,,Not Offensive,0
significant neighbor number tested last night almost little late nice,NOT,,,Not Offensive,0
would taken united ngllaurent koscielny leaving u join gigue side bordeaux,NOT,,,Not Offensive,0
user cowboy good chance top defense defense keep every game,NOT,,,Not Offensive,0
user howwjdjjskdks grew lmfoakdksksksndn,NOT,,,Not Offensive,0
waiting patiently douser user give try,NOT,,,Not Offensive,0
user designated area needed able talk omnipresent god seems legit,NOT,,,Not Offensive,0
user thanks follow user say hello happy face smiley,NOT,,,Not Offensive,0
user confusing college tuition,NOT,,,Not Offensive,0
user look someone inform claude stepparent,NOT,,,Not Offensive,0
user thanks loosing thousand dollar past day appreciate reckless tweet much,NOT,,,Not Offensive,0
coco beautiful vibe morn,NOT,,,Not Offensive,0
user user superman suit green second shot,NOT,,,Not Offensive,0
user thought selling plasma good citizen,NOT,,,Not Offensive,0
god perfect tear eye great,NOT,,,Not Offensive,0
user completing community center best part game loudlycryingfaceredheart,NOT,,,Not Offensive,0
facewithcoldsweatretweet follow back follow everyone reply if between,NOT,,,Not Offensive,0
user user happy birthday lion blueheartblueheart,NOT,,,Not Offensive,0
summative tomorrow,NOT,,,Not Offensive,0
user would like know answer also,NOT,,,Not Offensive,0
chef ramsey dad not take away,NOT,,,Not Offensive,0
user user user latest post group picture flushedface,NOT,,,Not Offensive,0
direct message place need see up anywhere confusion science streak,NOT,,,Not Offensive,0
mutual say good night challenge,NOT,,,Not Offensive,0
user user really beautiful reminds childhood happy face smiley,NOT,,,Not Offensive,0
user wonder wanders dad something well,NOT,,,Not Offensive,0
user user user knew right person ask winkingface,NOT,,,Not Offensive,0
user think not thought might work trying implement,NOT,,,Not Offensive,0
user hahahahaahahahah we ah donate cm plus mepleadingfacepleadingface,NOT,,,Not Offensive,0
continuo arsenalmeanwhile selling risen refuse meet asking price,NOT,,,Not Offensive,0
user significant lucky person still graduated tear eye people list,NOT,,,Not Offensive,0
user totally reading actual news facescreaminginfear need read,NOT,,,Not Offensive,0
thought fortunate received lot feedback tech still not nerf neutralface,NOT,,,Not Offensive,0
user user user thank explaining would ever understood without saving day,NOT,,,Not Offensive,0
life always hit get back keep moving forwardfoldedhandsmediumskintone,NOT,,,Not Offensive,0
user first thought come mind much,NOT,,,Not Offensive,0
user cute soft cuddly,NOT,,,Not Offensive,0
user mind mineshaft good though recommend,NOT,,,Not Offensive,0
user come straight heart seer,NOT,,,Not Offensive,0
user facewithtearsofjoyfacewithtearsofjoy not jay love eat grinningfacewithsmilingeyes,NOT,,,Not Offensive,0
user noticed,NOT,,,Not Offensive,0
really glad spending one day watching video people pouring molten copper random object,NOT,,,Not Offensive,0
user correct answer beyond,NOT,,,Not Offensive,0
user yamaha listen every year passed add,NOT,,,Not Offensive,0
user agree though think go team mystic turn blue water not know,NOT,,,Not Offensive,0
private message iran khan would expecteddemanded government situation,NOT,,,Not Offensive,0
user instant message cry club right,NOT,,,Not Offensive,0
watched user tiny desk concert wow new woman watching,NOT,,,Not Offensive,0
taking l charging game,NOT,,,Not Offensive,0
user wait come,NOT,,,Not Offensive,0
user arsenal definition top heavy team,NOT,,,Not Offensive,0
okay let u take general public word choice middle aged woman word send copy user user,NOT,,,Not Offensive,0
user fallout new vega set relatively close tine,NOT,,,Not Offensive,0
user kabuki really adorable,NOT,,,Not Offensive,0
require significant others psychic decided find charming loudlycryingfaceloudlycryingfacefacewithtearsofjoyloudlycryingface,NOT,,,Not Offensive,0
user lamb beautiful song wish notify,NOT,,,Not Offensive,0
user direct message detail,NOT,,,Not Offensive,0
still one musicalnotes,NOT,,,Not Offensive,0
stay calm drink water belt heart happy face smiley love user purpleheartlightskintoneits first day broadway rehearsal twohearts turtle nerdface,NOT,,,Not Offensive,0
not know bouncer checking id significant always start laughing facewithtearsofjoy,NOT,,,Not Offensive,0
user user done zip line would love,NOT,,,Not Offensive,0
user got feeling fop rule would probably changedpersonshruggingfemalesign,NOT,,,Not Offensive,0
fear dread able overcome musicalnote brand new day,NOT,,,Not Offensive,0
user user probably new pastor moving,NOT,,,Not Offensive,0
today going wonderful,NOT,,,Not Offensive,0
may tell really worked hard well significant proud,NOT,,,Not Offensive,0
best part love would growing someone watch grow older wiser side growing,NOT,,,Not Offensive,0
no problem sad song user themiddayexpress user mixed user inspiremytuesday,NOT,,,Not Offensive,0
want vote handsome,NOT,,,Not Offensive,0
world may one person one person may world user l user piano photwogether,NOT,,,Not Offensive,0
user aadgdg right say,NOT,,,Not Offensive,0
user please release pixel korea difficult release korea please ship korea,NOT,,,Not Offensive,0
user funny never shoe claim tightest facewithhandovermouthlaughing,NOT,,,Not Offensive,0
user minute long ob taking tear eye making way room like push,NOT,,,Not Offensive,0
employer provide space breastfeeding mother breastfeed between agree,NOT,,,Not Offensive,0
better job income coming way bitfoldedhands speaking existence,NOT,,,Not Offensive,0
user hello palmolive football good mummy team weekend tennis tennis good,NOT,,,Not Offensive,0
user however locking policy not applicable broadcaster bouquet admit,NOT,,,Not Offensive,0
user user babeyellowheart thank,NOT,,,Not Offensive,0
representative destitute mended agencyconfusion casa milan today gucci sergio returned well per user,NOT,,,Not Offensive,0
check detailed analysis affordable rent letting volume rent level special report socialhousingfinance housing,NOT,,,Not Offensive,0
seeking friend group halloween costume between spread awareness,NOT,,,Not Offensive,0
kind thinking maybe working daycare center though baby r cute,NOT,,,Not Offensive,0
be ticket anyone know between,NOT,,,Not Offensive,0
need clear storage phone not take picture cat facewithrollingeyes,NOT,,,Not Offensive,0
really not got no one talk skeptical annoyed undecided uneasy hesitant,NOT,,,Not Offensive,0
user user tomorrow night saturday singapore,NOT,,,Not Offensive,0
patient died mother prayed patient came back life dr kent stutterer watching breakthrough movie,NOT,,,Not Offensive,0
user posted exact picture love love heart sad life livedgrowingheart,NOT,,,Not Offensive,0
thing left list pick course smilingfacewithhearteyes,NOT,,,Not Offensive,0
shift coming,NOT,,,Not Offensive,0
darkener exchange significant good lot amazing work go check,NOT,,,Not Offensive,0
going france first tear eye september not wait got rig tip guy user user user,NOT,,,Not Offensive,0
user user tell dad isabel brett need save a,NOT,,,Not Offensive,0
similar petrolelectric engine work without petrol engine whole see coming,NOT,,,Not Offensive,0
solitude not loneliness solitude entire serene universe seems surround hold quietly,NOT,,,Not Offensive,0
user redhead,NOT,,,Not Offensive,0
exactly amp auntie going leave huggingface,NOT,,,Not Offensive,0
user user eagerly waiting th august,NOT,,,Not Offensive,0
user facewithtearsofjoy well user business dedicated make best version,NOT,,,Not Offensive,0
user batsman roy approach red ball cricket,NOT,,,Not Offensive,0
user user title decoy matter poster pay n favor india,NOT,,,Not Offensive,0
user user second part true even without first,NOT,,,Not Offensive,0
user user thought meant blocked not something proud not read seenoevilmonkey,NOT,,,Not Offensive,0
day absolutely drive freeway day cry real tear,NOT,,,Not Offensive,0
wow rest peace erika heartbroken hear news wish chance talk cryingface,NOT,,,Not Offensive,0
