Comment,Type,"1= Sexual; but NOT sexual/gender identity (e.g. ""whore"") 0= N/A","1= Sexual orientation/gender identity (e.g. ""gay"") 0= N/A",1 = Physical Appearance 0= N/A,1= Race/Ethnicity 0= N/A,1= Intellectual 0= N/A,1= Religious 0= N/A,"1 = General Hate (F* Off, Go Die, etc) 0= N/A",1= Insult /Attack 0= N/A,1= Defense of Another 2= Defense of Self 0= N/A,1= Depression 0= N/A,1= Suicide 0= N/A,1= Stress (or anxiety) 0= N/A,1= Discrimination 0= N/A
Theres no way hes not gay i refuse to believe it i utterly hate this dude he disgusts me ___¥___” poor ass excuse for a man ___ ,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Bitch ,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bitch ,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bitch ass nigga ,1.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
^^^*lmao True ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kirk hahhahaha nigger u done in this mofucking society nigger your life is over nigger fienito !! hahahah in yo face nigga hhaha ,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Even your kids have to see what you did to there mother smh @frost117 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U aint got no job....Tommy!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I fucking hate you black ass ugly bitch nigga. Looking like a fucking blsck ant. You black as black ink. Ugly fucker!!! Eat shit bitch. I HATE YOUUU. RESHEEDA WAS SUCH A GOOD LADY. FUCK YOU BITCH NIGGA ,1.0,1,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
UGLY BEN OLD ASS MF ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OLE DARKER THAN MIDNIGHT AHH NIGGA ,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
"Nigga ain't even cute. @rasheedadabosschick can do way better .definitely wasn't a good look for her, but you see loyal bitches don't care about the look,bum niggas fail to recognize real ",1.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@ @coconopuff you look like a basic bum bitch to me.. ,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ew ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Dickhead !!!!! Fuck you Kirk ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Ugly ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Loser and u ugly ass fuck. Maybe you just needed more camera time. Idk but this storyline is unspeakable. So disrespectful . ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ur sooooo ugly ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Fag bag ,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Your ugly omg it's soooo sad ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
That shirt should say THIRSTY!! And crusty ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pahahahahahahaha ^^^^ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Floppy disk head ass lil boy ,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
___¥_ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lmaooo @callher_quintana ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@boujee @aim_a_licious @fancy_pompom @nerdinova these comments had me in tears!!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lfaoookoki ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yall got me lmao hahahahaha ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@1chickuoeno go check slimthug page nigga nigga nigga he got his balls snipped today #nonewkids ,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
LMFAO why u look like a cracked out Malli straight off the boat haha ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Mofo looks like Eggbert ,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
This a cute ass pict tho. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@onedope_eastafrican @callher_quintana @boricuareina7 @ripmyg Really? Is it that serious. Yoll know you would defntly holla back if he tried you ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I really Wouldn't but know we all know u would so go do that @tigea_stile ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@tigea_stile he's not cute but he looks good in this pic I agree ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@frost117 sometimes there's not enough hours in a day to sleep...________ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
When you past judgement on someone else you put urself in harms way ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manage me and we will get somewere!!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
It's sad what u turned into. I always thought u were a better husband ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cute ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U and ur 4 earrings Lmmfao!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I agree ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Is dLo in dLo Entertainment short for Down Low!? Lmao!! Wow u been trying to tl ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tell us ain't u @frost117 ol faggot ass. How dare u talk to ur wife like that ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
It's all an act for TV they probably straight and laughing at y'all got cussing him out ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
For ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
But ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You are a herb! That's some wack shit!!! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"We all know you gay Kirk so just go ahead,and come out the closet bitch nigga! ",1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
@frost117 ^^ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Douche bag!!!! ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lmao^^^___¢ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I hope rashedda leave his duck face ass because he is a fucking dirty ass husband and I think he got a other girl pregnant ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yuck. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@frost117 ol fag ass nigga broke ass boy ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
I don't like your black ass now. You have some nerve to treat Rasheeda the way you did with your ugly self! ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sick..... ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"lol damn women hate this man , all cus he's questioning his babymamma/wife.....y is it a big deal this happens in life everyday .....half of ya ladies dissin him on here dont even kno who YA BABYDADDY IS ...... @frost117 <<<REAL NIGGAS KNOW WAT TIME IT IS ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
A man should never question your wife's pregnancy. Thats extremely hurtful. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"@mookiedollars1. Yes indeed is does happen everyday. But what doesn't have to often is a man making a promise to the woman he chose to spend the rest of his life with that he's had questioned her dedication and loyalty , by even entertaining the thought of infidelity. Questioning paternity. That's ludicrous especially if he's running around the place in strip clubs and not coming home. I actually like Kirk. But he lost a lot of points in my book. He cowered at the first sight of real responsibility. Shame on you @frost117 ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Why yall keep callin him ugly thats what he far from yall husbands and boyfriends prolly dont look no better and gay what a judgmental thing to say what ever he is his business but he got money yall broke asses dont ps: feel free to reply back ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
YOU NEED TO GO AHEAD AND COME OUT YOU GAY ASS BITCH ASS NIGGA. YOU'RE SHIT. @frost117 ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Far from it, hahaha, somebody is blind! Jerk! ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Take care of ur wife. She needs u. What are u doing ?! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bitch nigga ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
@frost117 you a bitch nigga!!! ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
BITCH ASS NIGGA @FROST117 ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Clowwwwwn ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BITCH MADE ASS NIGGA! KILL YOURSELF ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
i see you @frost117 lookin like a bowl of fruit loops .. __”_ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sexy ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U suck ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Kermit the frog looking a** ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"I don't know if the show is scripted or not and I usually don't do this but.. the more I see you on the show the more disgusted I am with who you are. Rasheeda is your WIFE , the woman you supposedly ""love"". you should've respected her and came at her a different way trying to discuss abortion being an option. And even after she still made the decision to keep the baby being her HUSBAND, you should've stepped up like a MAN and stood by your wife's decision. You're foul, childish, disrespectful, and a coward. You're LAME as hell, and you don't know anything about being LOYAL. keep in mind hun, it take TWO people to make a baby.. Grow the fuck up and act like an ADULT. SMH. #thatisall . @frost117 ",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
@g0ldie__l0ckz please preach this shit. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wack ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@frost117 Wow Kirk !! What's the point in putting 13years in and then the first time you finally get on your not strong enough to stay together.. Smh Hope you get your mind right!!! @rasheedadabosschick Don't let this TV show break up something that could've been real.. The first season I saw you as a power team. Keep that!!! My opinion. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
___¥©___¥©I agree @jessjusjess watch the show again and look at the preview for next week and you'll see Kirk holding a stripper but a man is freaking Kirk from the back and holding the strippers legs #thisclosetshitmuststop ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niggas still throw up the p sign I didn't know that. That shit old af ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nicca u gay...gay recognize gay..and dude u so dl in the closet it shows... #lesbianrelationship... lol sorry @rasheedadabosschick ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Bitch Ass Nigga!!! Sorry Excuse For A Man, Waste Of Blood & Flesh!!! Smfh Get Yo Life Together Fuck Boy!!! ",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Piece of shit!!!!!!!!!!!! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Yo Kirk fucc the bullshit my nigga u kept 100 wit ya wife n she couldn't handle wat was being said! She know damn well this is not the time to have another kid n deb couldn't have said it any better! @iluv_candy @__queenbritbrat @jusbmarley1 y'all just don't get it! Why have a baby when ya career isn't even poppn. And calling homie gay when u dnt even know a nigga frm a hole n the wall lol ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
You're a sorry little boy. ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Hey loser!!! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
____ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
___Š ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wats good @frost117 was talkn to my pops (johnny arleek peeps) from NY Harlem he was tryna get ya contacts ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't stand you.. the way you threat your wife.K Michelle is right YOU ARE A BITCH ASS.. LAME ASS LOOSER.. ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@frost117 old ass..lolol ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
#Pathetic . ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lame poor excuse of a man ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@princessdiamond__ ^^^^^^ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Child molesting, Gay, shitty ass producer, sorry excuse for a man. I never cared for u and for u to deny thar beautiful woman the right to have her child u.!! U should be fkd wit the sickest biggest dick ever @frost117 u bitch ",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Stop it wit the fingers..ur a grown ass man..think n act like it @frost117 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Damnnnn @frost117 You look GOOD. Coming to NY anytime soon? ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I am very interested in starting a rap career with you and possibly your wife. I am 22 and feel I can bring a sexy rap vibe something real different and inspirational. I know you may get people throwing themselves at you all the time but I'm different and really want to make a way through you @frost117 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Take your old ass somewhere. I think the stuff with rasheeda is real and if you are just acting like that for tv then that's a got Damn shame. You gone let somebody pay you to disrespect your wife! Smfh and if y'all frfr fighting then grow tf up! She's a woman and she wants to have another chip in her life. I understand business and all that but family come first and business will and can fall to pieces at any second so think about that. Your wife will always be there by business won't. So be for You go off on the moms and rasheeda look at your fucking self. You saying sharing selfish. If anything, she's tryna think about you by doing the business aspect anddddd being pregnant at the same time. So while you're calling her selfish you are the selfish one in the situation. If she was me. I would have been snaked your ass. But that's just me. Kirk. You cool and all but you need get your life! Because you about to lose a very important part of it! ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
___¢___¢___¢___¢___¢ goof ass nigga @msstylist1 #poorrashida ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Go kill yoself!!!!!!!! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
Shut the fuck up!! Black ass Jerk!!__”___”___”___”___”___”___”_ ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
PUNK ASS DADDY FAG ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ugly black ass dog ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Raseda should get Deb to beat your ass #homo ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
You fucking disrespectful pig ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
yes ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
We know you like dick Kirk. ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ashy ass hand get some coco butter ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Lol @kimberly_argueta_ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I can't believe you did that shit to rasheeda I'm not even gonna be disrespectful & call you out your name but that brought me to tears that you would do something like that to her you definitely don't deserve a beautiful queen like her you will be in my prayers* ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
See this is how you know your a CORN BALL and a BITCH!!!! What almost 50 year old throws peace signs in EVERY PICTURE. Please act your age gramps. Your just going through a MID LIFE CRISIS. I hope someone beats the black off your peanut head!!!! ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Ichhhh! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
He is a ass hole ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Sorry excuse of a husband ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sorry excuse for a man ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lmfao @mzcrystalj ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@frost117 what the hell am i looking at right now in the picture ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@frost117 u got that benzino jaw ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
You need to be kicked in yo fucking throat for cheatin on rasheeda ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
^^^^ lmaooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STICK THOSE TWO FINGERS UP THE HOLE you __Š¥©out of ! ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
hahhahahah kirk kirk kirk are u alright nigger everybody is coming even nicki nigger ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
even nickii!!!! hahhaa damn nigger what u gon do even nicki ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Everybody messes up... just spend the rest of your life making it up to her... im praying for you... ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Y'all need to grow up ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ugly ass lol ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
@teamminajhoe_ stfu ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cornball ass nigga ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nigga u ain't got no job man ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
DICK IN THE BOOTY AHH NIGGA ,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
YOU A FUCK NIGGA ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
BURN IN HELL WITH GASOLINE DRAWS BITCH ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Lmao @ that hat tho.. GAY ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bitch ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
@keestackss BITCH YOU SHUT THE FUCK UP! DF? ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Loser ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lmaoooo ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gayyyyy ,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FYI PEOPLE GAYS HAVE MORE RESPECT FOR@WOMEN THAN THIS DIRT BAG PUSSY!! ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
"@frost117 DIRT BAG, PUSSY! LOSER GET A JOB! ",1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Corny and you can't dress. Just so you know! ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
#uglyastheycome ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Damn you r ugly!!!! ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Ugly af ,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Bitch ass nigga ,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Poor excuse of a real man ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I didn't know monkeys could wear jewelry. Broke ass bitch ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
cute ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Lips ashy as hell , have a seat . ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Black ass I wish somebody kick in ya Adam's apple ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
These comments be hilarious!!! They hate u but take out time to acknowledge u! Smh ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@daealexis lmaoooooo!!!!! ___¢___¢___¢___¢ ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lmao @eenomsaleenaaa ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
@mnmalways lol foreal though ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Your'e Human you made a mistake things will work out for the better because you and Rasheeda have Great History and Love Together:) ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leave this man alone! Damn! ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Pathetic , punk ass nigga ",1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
What's good with some management @frost117 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
I don't know why but everybody is saying that I look just like you @frost117 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
eww ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
